,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,cotton_area,Corn_area,SORGHUM_ACRES,precipitation_cm_x,CO2,N2O
11707,COUNTY,ILLINOIS,17,NORTHEAST,20,DU PAGE,43,0,0,0,99.6,0.0,0.0
11708,COUNTY,ILLINOIS,17,NORTHEAST,20,KANE,89,0,78683,0,99.6,10163.28531,685342.6753
11709,COUNTY,ILLINOIS,17,NORTHEAST,20,MCHENRY,111,0,92962,0,99.6,12007.66784,956635.6866
11711,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,MCHENRY,49,0,40023,87,45.2,5177.142356,177349.7279
11713,COUNTY,ILLINOIS,17,NORTHEAST,20,WILL,197,0,88990,0,99.6,11494.61459,876638.6335
11714,COUNTY,ILLINOIS,17,NORTHWEST,10,BUREAU,11,0,241210,0,99.6,31156.48932,6440082.214
11715,COUNTY,ILLINOIS,17,NORTHWEST,10,JO DAVIESS,85,0,98799,0,99.6,12761.61846,1080531.437
11716,COUNTY,ILLINOIS,17,NORTHWEST,10,OGLE,141,0,203932,0,99.6,26341.38378,4603366.447
11717,COUNTY,ILLINOIS,17,NORTHWEST,10,ROCK ISLAND,161,0,65984,0,99.6,8522.987403,481987.896
11718,COUNTY,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177,0,153010,0,99.6,19763.91705,2591510.828
11719,COUNTY,ILLINOIS,17,NORTHWEST,10,WHITESIDE,195,0,216805,0,99.6,28004.15682,5202856.442
11720,COUNTY,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201,0,79836,0,99.6,10312.21542,705573.9306
11723,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,0,123939,0,86.4,16008.88906,1700346.6
11726,COUNTY,WISCONSIN,55,EAST CENTRAL,60,WINNEBAGO,139,0,39680,0,82.9,5125.365849,174323.186
11729,COUNTY,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59,0,74482,442,99.6,9658.614198,614122.2806
11732,COUNTY,KENTUCKY,21,NORTHERN,40,GALLATIN,77,0,1074,0,124.2,147.3394322,129.113232
11735,COUNTY,MONTANA,30,SOUTHWEST,70,GALLATIN,31,0,227,0,39.0,29.32101935,6.00848369
11738,COUNTY,ILLINOIS,17,SOUTHEAST,90,MASSAC,127,0,22479,0,99.6,2903.55592,55958.68098
11739,COUNTY,ILLINOIS,17,SOUTHEAST,90,WABASH,185,0,47881,0,99.6,6184.668402,253813.9524
11741,COUNTY,INDIANA,18,NORTH CENTRAL,20,WABASH,169,0,79138,0,106.0,10856.74859,693291.2367
11743,COUNTY,ILLINOIS,17,WEST,30,MCDONOUGH,109,0,136868,0,99.6,17678.89549,2073582.432
11744,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,BOND,5,0,52929,0,99.6,6836.705872,310145.8272
11745,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,JERSEY,83,0,75359,0,99.6,9733.932585,628664.8302
11746,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MACOUPIN,117,0,164851,0,99.6,21293.38925,3008112.634
11747,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,SANGAMON,167,0,257193,0,99.6,33220.97325,7321797.679
11748,COUNTY,INDIANA,18,CENTRAL,50,BARTHOLOMEW,5,0,56473,0,106.0,7747.392695,353064.4829
11749,COUNTY,INDIANA,18,CENTRAL,50,HENDRICKS,63,0,64770,0,106.0,8885.637824,464417.0394
11750,COUNTY,INDIANA,18,EAST CENTRAL,60,BLACKFORD,9,0,33349,0,106.0,4575.067713,123141.0022
11751,COUNTY,INDIANA,18,EAST CENTRAL,60,JAY,75,0,68075,0,106.0,9339.042688,513016.9316
11752,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,0,54209,50,106.0,7441.328895,325326.2585
11753,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,0,101074,0,106.0,13866.09476,1130863.05
11754,COUNTY,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,0,65435,0,106.0,8976.867547,474001.5235
11755,COUNTY,INDIANA,18,NORTHEAST,30,HUNTINGTON,69,0,61315,0,106.0,8411.654828,416196.4813
11756,COUNTY,INDIANA,18,NORTHEAST,30,LAGRANGE,87,0,51187,0,106.0,7022.219288,290068.9941
11757,COUNTY,INDIANA,18,NORTHEAST,30,STEUBEN,151,0,40317,0,106.0,5530.990584,179964.2105
11759,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,0,31757,71,106.2,4363.096055,111666.8928
11761,COUNTY,INDIANA,18,NORTHEAST,30,WELLS,179,0,85283,0,106.0,11699.7661,805129.4391
11763,COUNTY,NORTH DAKOTA,38,CENTRAL,50,WELLS,103,0,95691,0,45.2,12360.16591,1013622.469
11765,COUNTY,INDIANA,18,NORTHEAST,30,WHITLEY,183,0,60112,0,106.0,8246.618201,400026.7332
11767,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WHITLEY,235,0,915,0,124.2,125.5266112,93.89606083
11769,COUNTY,INDIANA,18,NORTHWEST,10,LA PORTE,91,0,117897,0,106.0,16174.00097,1538612.197
11770,COUNTY,INDIANA,18,NORTHWEST,10,PORTER,127,0,50915,0,106.0,6984.904274,286994.7826
11771,COUNTY,INDIANA,18,NORTHWEST,10,STARKE,149,0,57545,0,106.0,7894.457752,366594.3456
11772,COUNTY,INDIANA,18,SOUTHEAST,90,DEARBORN,29,0,3990,0,106.0,547.3783375,1767.439563
11773,COUNTY,INDIANA,18,SOUTHEAST,90,JENNINGS,79,0,27072,0,106.0,3713.941442,81154.8333
11774,COUNTY,INDIANA,18,SOUTHEAST,90,OHIO,115,0,1700,0,106.0,233.2188405,322.1574834
11777,COUNTY,KENTUCKY,21,MIDWESTERN,20,OHIO,183,0,23210,0,124.2,3184.123111,59656.31038
11780,COUNTY,WEST VIRGINIA,54,NORTHWEST,20,OHIO,69,0,496,0,114.7,68.04502641,27.89637004
11783,COUNTY,INDIANA,18,SOUTHEAST,90,SWITZERLAND,155,0,6332,0,106.0,868.6715872,4446.239887
11784,COUNTY,INDIANA,18,SOUTHWEST,70,DUBOIS,37,0,55312,0,106.0,7588.117945,338698.2845
11785,COUNTY,INDIANA,18,SOUTHWEST,70,POSEY,129,0,78985,0,106.0,10835.75889,690613.3096
11786,COUNTY,INDIANA,18,SOUTHWEST,70,SPENCER,147,0,50953,0,106.0,6990.117401,287423.2839
11788,COUNTY,KENTUCKY,21,BLUEGRASS,50,SPENCER,215,0,3706,0,124.2,508.4170723,1525.143081
11790,COUNTY,INDIANA,18,SOUTHWEST,70,VANDERBURGH,163,0,26347,0,106.0,3614.480466,76867.26145
11791,COUNTY,INDIANA,18,SOUTHWEST,70,WARRICK,173,0,36150,0,106.0,4959.33005,144690.9626
11792,COUNTY,INDIANA,18,WEST CENTRAL,40,FOUNTAIN,45,0,89002,0,106.0,12209.96661,876875.0569
11793,COUNTY,INDIANA,18,WEST CENTRAL,40,OWEN,119,0,23028,0,106.0,3159.154976,58724.63759
11795,COUNTY,KENTUCKY,21,NORTHERN,40,OWEN,187,0,744,0,124.2,102.0675396,62.26680304
11797,COUNTY,INDIANA,18,WEST CENTRAL,40,PARKE,121,0,60016,0,106.0,8233.448196,398750.1818
11798,COUNTY,INDIANA,18,WEST CENTRAL,40,TIPPECANOE,157,0,91749,0,106.0,12586.82082,931835.152
11799,COUNTY,INDIANA,18,WEST CENTRAL,40,VERMILLION,165,0,46972,0,106.0,6443.973751,244269.5337
11800,COUNTY,INDIANA,18,WEST CENTRAL,40,VIGO,167,0,44369,0,106.0,6086.87455,217950.0965
11801,COUNTY,IOWA,19,CENTRAL,50,POWESHIEK,157,0,135028,0,86.4,17441.22731,2018206.765
11802,COUNTY,IOWA,19,CENTRAL,50,STORY,169,0,158256,0,86.4,20441.52968,2772251.48
11803,COUNTY,IOWA,19,CENTRAL,50,TAMA,171,0,167964,0,86.4,21695.48764,3122789.757
11804,COUNTY,IOWA,19,EAST CENTRAL,60,IOWA,95,0,127216,0,86.4,16432.17091,1791446.563
11806,COUNTY,WISCONSIN,55,SOUTHWEST,70,IOWA,49,0,63602,0,82.9,8215.310451,447819.903
11808,COUNTY,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,0,88893,0,86.4,11482.08534,874728.7154
11809,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,0,163843,0,86.4,21163.18843,2971439.563
11810,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,0,113536,0,86.4,14665.1597,1426896.786
11812,COUNTY,NEVADA,32,NORTHWEST,10,HUMBOLDT,13,0,0,0,24.1,0.0,0.0
11814,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,0,307485,0,86.4,39717.06446,10465113.68
11815,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,0,76753,0,86.4,9913.992061,652136.2765
11816,COUNTY,IOWA,19,NORTHEAST,30,BLACK HAWK,13,0,153230,0,86.4,19792.3339,2598968.113
11817,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,0,138149,0,86.4,17844.35904,2112577.239
11818,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,0,152316,0,86.4,19674.27481,2568056.691
11819,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,0,163686,0,86.4,21142.90913,2965747.831
11820,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,0,172343,0,86.4,22261.11206,3287735.174
11821,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,0,110527,0,86.4,14276.49474,1352269.989
11823,COUNTY,MICHIGAN,26,NORTHWEST,20,EMMET,47,0,474,0,83.3,61.22538841,25.50483401
11825,COUNTY,IOWA,19,NORTHWEST,10,O BRIEN,141,0,147463,0,86.4,19047.425,2407026.236
11826,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,0,116421,0,86.4,15037.8079,1500330.301
11828,COUNTY,MICHIGAN,26,CENTRAL,50,OSCEOLA,133,0,6375,0,83.3,823.4427239,4506.774711
11830,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,0,183340,0,86.4,23681.5669,3720678.542
11831,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,0,221661,0,86.4,28631.39414,5438527.124
11833,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,0,0,0,121.1,0.0,0.0
11835,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,0,165541,0,86.4,21382.51482,3033345.902
11837,COUNTY,WEST VIRGINIA,54,EASTERN,60,POCAHONTAS,75,0,102,0,114.7,13.99313043,1.288645522
11839,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,0,224841,0,86.4,29042.14674,5595686.853
11842,COUNTY,NEBRASKA,31,NORTHWEST,10,SIOUX,165,0,15954,0,59.9,2060.738073,28193.47237
11845,COUNTY,NORTH DAKOTA,38,SOUTH CENTRAL,80,SIOUX,85,0,15606,0,45.2,2015.787788,26977.39207
11848,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,0,21577,0,86.4,2787.046848,51559.111
11849,COUNTY,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,0,23562,0,86.4,3043.444308,61479.03174
11851,COUNTY,OHIO,39,NORTHWEST,10,LUCAS,95,0,23948,0,99.3,3093.302957,63509.34132
11853,COUNTY,IOWA,19,SOUTH CENTRAL,80,RINGGOLD,159,0,44842,0,86.4,5792.128412,222621.1796
11854,COUNTY,IOWA,19,SOUTHEAST,90,DAVIS,51,0,31685,0,86.4,4092.671797,111161.0852
11856,COUNTY,UTAH,49,NORTHERN,10,DAVIS,11,0,0,0,31.0,0.0,0.0
11858,COUNTY,IOWA,19,SOUTHEAST,90,DES MOINES,57,0,66202,0,86.4,8551.145915,485177.6763
11859,COUNTY,IOWA,19,SOUTHEAST,90,KEOKUK,107,0,107929,0,86.4,13940.91761,1289448.794
11860,COUNTY,IOWA,19,SOUTHEAST,90,MAHASKA,123,0,122145,0,86.4,15777.16259,1651480.669
11861,COUNTY,IOWA,19,SOUTHEAST,90,WAPELLO,179,0,58267,0,86.4,7526.201913,375850.1725
11862,COUNTY,IOWA,19,SOUTHWEST,70,FREMONT,71,0,112299,0,86.4,14505.37952,1395975.095
11864,COUNTY,WYOMING,56,NORTHWEST,10,FREMONT,13,0,1067,0,32.8,137.8217077,127.4450243
11866,COUNTY,IOWA,19,SOUTHWEST,70,POTTAWATTAMIE,155,0,235421,0,86.4,30408.73875,6134677.434
11867,COUNTY,IOWA,19,WEST CENTRAL,40,AUDUBON,9,0,112900,0,86.4,14583.00918,1410956.181
11868,COUNTY,IOWA,19,WEST CENTRAL,40,GUTHRIE,77,0,112718,0,86.4,14559.5007,1406411.039
11869,COUNTY,IOWA,19,WEST CENTRAL,40,IDA,93,0,124025,0,86.4,16019.99746,1702707.009
11870,COUNTY,IOWA,19,WEST CENTRAL,40,MONONA,133,0,150309,0,86.4,19415.03567,2500828.948
11871,COUNTY,IOWA,19,WEST CENTRAL,40,SAC,161,0,167936,0,86.4,21691.87095,3121748.728
11872,COUNTY,IOWA,19,WEST CENTRAL,40,WOODBURY,193,0,186976,0,86.4,24151.21988,3869713.971
11873,COUNTY,KENTUCKY,21,BLUEGRASS,50,BOYLE,21,0,2055,0,124.2,281.9204219,470.1771912
11874,COUNTY,KENTUCKY,21,BLUEGRASS,50,FLEMING,69,0,2968,0,124.2,407.1726581,978.9942124
11875,COUNTY,KENTUCKY,21,BLUEGRASS,50,GARRARD,79,0,1833,0,124.2,251.4647851,374.344743
11876,COUNTY,KENTUCKY,21,BLUEGRASS,50,JESSAMINE,113,0,625,0,124.2,85.74222078,44.07545188
11877,COUNTY,KENTUCKY,21,BLUEGRASS,50,NICHOLAS,181,0,1432,0,124.2,196.4525763,228.8930196
11879,COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,NICHOLAS,67,0,0,0,114.7,0.0,0.0
11881,COUNTY,KENTUCKY,21,CENTRAL,30,BARREN,9,0,20662,0,124.2,2834.569225,47280.14832
11882,COUNTY,KENTUCKY,21,CENTRAL,30,BRECKINRIDGE,27,0,18084,0,124.2,2480.899713,36220.92016
11883,COUNTY,KENTUCKY,21,CENTRAL,30,BULLITT,29,0,2048,0,124.2,280.9601091,466.9888702
11884,COUNTY,KENTUCKY,21,CENTRAL,30,CASEY,45,0,7545,0,124.2,1035.080089,6310.966724
11885,COUNTY,KENTUCKY,21,CENTRAL,30,EDMONSON,61,0,2488,0,124.2,341.3226325,688.4848481
11886,COUNTY,KENTUCKY,21,CENTRAL,30,GREEN,87,0,9682,0,124.2,1328.249891,10388.51543
11888,COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,GREEN,45,0,88060,0,82.9,11374.48883,858412.7917
11890,COUNTY,KENTUCKY,21,CENTRAL,30,LARUE,123,0,17159,0,124.2,2354.001226,32611.45247
11891,COUNTY,KENTUCKY,21,CENTRAL,30,METCALFE,169,0,3752,0,124.2,514.7276998,1563.176534
11892,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BOYD,19,0,95,0,124.2,13.03281756,1.126605208
11894,COUNTY,NEBRASKA,31,NORTH,20,BOYD,15,0,43129,814,59.9,5640.775503,205950.5264
11896,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BREATHITT,25,0,69,0,124.2,9.465941174,0.61970676
11897,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ELLIOTT,63,0,120,0,124.2,16.46250639,1.755127739
11898,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ESTILL,65,0,641,0,124.2,87.93722163,46.33894309
11899,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,GREENUP,89,0,573,0,124.2,78.60846801,37.11047875
11900,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAUREL,125,0,829,0,124.2,113.7284816,77.17985971
11901,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LETCHER,133,0,20,0,124.2,2.743751065,0.071156306
11902,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MAGOFFIN,153,0,47,0,124.2,6.447815003,0.307673401
11903,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MCCREARY,147,0,0,0,124.2,0.0,0.0
11904,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MENIFEE,165,0,71,0,124.2,9.740316281,0.653386189
11905,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,OWSLEY,189,0,100,0,124.2,13.71875533,1.241241465
11906,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,POWELL,197,0,1345,0,124.2,184.5172591,202.0352978
11907,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROCKCASTLE,203,0,958,0,124.2,131.425676,102.8681172
11908,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WOLFE,237,0,109,0,124.2,14.9534433,1.461532721
11909,COUNTY,KENTUCKY,21,MIDWESTERN,20,MUHLENBERG,177,0,13293,0,124.2,1823.634145,19575.89036
11910,COUNTY,KENTUCKY,21,MIDWESTERN,20,TODD,219,0,42266,0,124.2,5798.369126,197781.6496
11913,COUNTY,MINNESOTA,27,CENTRAL,50,TODD,153,0,54679,0,69.3,7062.748973,330991.2423
11916,COUNTY,SOUTH DAKOTA,46,SOUTH CENTRAL,80,TODD,121,0,5530,0,51.1,714.2961982,3392.203458
11919,COUNTY,KENTUCKY,21,NORTHERN,40,BRACKEN,23,0,732,0,124.2,100.421289,60.29026475
11920,COUNTY,KENTUCKY,21,NORTHERN,40,KENTON,117,0,243,0,124.2,33.33657544,6.862322678
11921,COUNTY,KENTUCKY,21,NORTHERN,40,PENDLETON,191,0,259,0,124.2,35.53157629,7.772831101
11923,COUNTY,WEST VIRGINIA,54,EASTERN,60,PENDLETON,71,0,1897,0,114.7,260.2447885,400.8528941
11925,COUNTY,KENTUCKY,21,NORTHERN,40,TRIMBLE,223,0,2342,0,124.2,321.2932497,610.2375201
11926,COUNTY,KENTUCKY,21,PURCHASE,10,BALLARD,7,0,23313,0,124.2,3198.253429,60186.82483
11927,COUNTY,KENTUCKY,21,PURCHASE,10,CALLOWAY,35,0,29607,0,124.2,4061.711889,97061.24124
11928,COUNTY,KENTUCKY,21,PURCHASE,10,CARLISLE,39,0,27701,0,124.2,3800.232413,84968.93602
11929,COUNTY,KENTUCKY,21,PURCHASE,10,GRAVES,83,0,62317,0,124.2,8549.116756,429909.0938
11930,COUNTY,KENTUCKY,21,PURCHASE,10,MCCRACKEN,145,0,11306,0,124.2,1551.042477,14163.25708
11931,COUNTY,KENTUCKY,21,PURCHASE,10,TRIGG,221,0,22616,0,124.2,3102.633704,56642.66323
11932,COUNTY,MAINE,23,CENTRAL,20,PENOBSCOT,19,0,0,0,107.2,0.0,0.0
11933,COUNTY,MAINE,23,CENTRAL,20,SOMERSET,25,0,867,0,107.2,118.9416087,84.36420325
11937,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,SOMERSET,39,0,13042,0,113.1,1789.20007,18843.9323
11941,COUNTY,NEW JERSEY,34,NORTH,20,SOMERSET,35,0,1112,0,119.6,152.5525592,138.3584835
11945,COUNTY,PENNSYLVANIA,42,SOUTHWESTERN,70,SOMERSET,111,0,23062,0,108.9,3163.819353,58898.1294
11949,COUNTY,MAINE,23,CENTRAL,20,WALDO,27,0,12,0,107.2,1.646250639,0.032068264
11950,COUNTY,MAINE,23,NORTH,10,AROOSTOOK,3,0,961,0,107.2,131.8372387,103.5093488
11951,COUNTY,MAINE,23,SOUTH,30,ANDROSCOGGIN,1,0,1587,0,107.2,217.716647,280.894684
11952,COUNTY,MAINE,23,SOUTH,30,KENNEBEC,11,0,45,0,107.2,6.173439896,0.284619491
11953,COUNTY,MAINE,23,SOUTH,30,OXFORD,17,0,1863,0,107.2,255.5804117,386.6575427
11954,COUNTY,MAINE,23,SOUTH,30,SAGADAHOC,23,0,0,0,107.2,0.0,0.0
11955,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WICOMICO,45,0,24766,879,113.1,3477.203621,67927.80523
11956,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WORCESTER,47,0,29781,0,113.1,4085.582523,98205.21399
11958,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,0,221,0,121.1,30.31844927,5.702904159
11960,COUNTY,MARYLAND,24,NORTH CENTRAL,20,BALTIMORE,5,0,18368,290,113.1,2546.128141,37368.13816
11961,COUNTY,MARYLAND,24,NORTH CENTRAL,20,HARFORD,25,0,16917,0,113.1,2320.801838,31698.39597
11962,COUNTY,MARYLAND,24,SOUTHERN,80,ANNE ARUNDEL,3,0,3359,0,113.1,460.8129914,1253.332439
11963,COUNTY,MARYLAND,24,SOUTHERN,80,CALVERT,9,0,3088,919,113.1,506.8748987,1067.057828
11964,COUNTY,MARYLAND,24,SOUTHERN,80,CHARLES,17,0,4936,1243,113.1,789.7442587,2716.38507
11965,COUNTY,MARYLAND,24,SOUTHERN,80,PRINCE GEORGES,33,0,3458,1648,113.1,623.664507,1350.418542
11966,COUNTY,MARYLAND,24,SOUTHERN,80,ST MARYS,37,0,9973,300,113.1,1395.344396,11023.03406
11967,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,CECIL,15,0,16013,0,113.1,2196.78429,28402.30472
11968,COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,QUEEN ANNES,35,0,58350,0,113.1,8004.893732,376921.6033
11969,COUNTY,MARYLAND,24,WESTERN,10,ALLEGANY,1,0,667,0,113.1,91.50409802,50.13798158
11971,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,0,9779,0,106.2,1341.557083,10597.58303
11973,COUNTY,MARYLAND,24,WESTERN,10,GARRETT,23,0,8112,0,113.1,1112.865432,7294.314792
11974,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,0,845,0,121.1,115.9234825,80.16588622
11975,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,0,19,0,121.1,2.606563512,0.065495523
11976,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7,0,0,0,121.1,0.0,0.0
11977,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13,0,0,0,121.1,0.0,0.0
11978,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,0,694,0,121.1,95.20816196,54.24152358
11980,COUNTY,WEST VIRGINIA,54,EASTERN,60,HAMPSHIRE,27,0,534,0,114.7,73.25815344,32.27956106
11982,COUNTY,MICHIGAN,26,CENTRAL,50,CLARE,35,0,2337,0,83.3,301.864415,607.6413824
11983,COUNTY,MICHIGAN,26,CENTRAL,50,GLADWIN,51,0,4822,0,83.3,622.845618,2580.035897
11984,COUNTY,MICHIGAN,26,CENTRAL,50,GRATIOT,57,0,85331,0,83.3,11021.99076,806035.9348
11985,COUNTY,MICHIGAN,26,CENTRAL,50,ISABELLA,73,0,35146,18,83.3,4541.26641,136766.8582
11986,COUNTY,MICHIGAN,26,CENTRAL,50,MECOSTA,107,0,19406,0,83.3,2506.624235,41708.31847
11987,COUNTY,MICHIGAN,26,CENTRAL,50,MONTCALM,117,0,63784,0,83.3,8238.818934,450386.2384
11988,COUNTY,MICHIGAN,26,EAST CENTRAL,60,ARENAC,11,0,16034,0,83.3,2071.071472,28476.82083
11989,COUNTY,MICHIGAN,26,EAST CENTRAL,60,BAY,17,0,59195,0,83.3,7646.06934,387916.3358
11990,COUNTY,MICHIGAN,26,EAST CENTRAL,60,HURON,63,0,91560,0,83.3,11826.57503,928000.2586
11992,COUNTY,OHIO,39,NORTH CENTRAL,20,HURON,77,0,57728,0,99.3,7456.580638,368929.4342
11994,COUNTY,MICHIGAN,26,EAST CENTRAL,60,SAGINAW,145,0,100075,0,83.3,12926.43617,1108620.298
11995,COUNTY,MICHIGAN,26,EAST CENTRAL,60,SANILAC,151,0,82155,0,83.3,10611.75482,747155.715
11996,COUNTY,MICHIGAN,26,EAST CENTRAL,60,TUSCOLA,157,0,81008,150,83.3,10476.48258,726440.7042
11997,COUNTY,MICHIGAN,26,NORTHEAST,30,ALCONA,1,0,2712,0,83.3,350.3022223,817.7089079
11998,COUNTY,MICHIGAN,26,NORTHEAST,30,ALPENA,7,0,4916,0,83.3,634.9873617,2681.477902
11999,COUNTY,MICHIGAN,26,NORTHEAST,30,CHEBOYGAN,31,0,0,0,83.3,0.0,0.0
12000,COUNTY,MICHIGAN,26,NORTHEAST,30,IOSCO,69,0,3587,0,83.3,463.3237727,1428.925443
12001,COUNTY,MICHIGAN,26,NORTHEAST,30,MONTMORENCY,119,0,993,0,83.3,128.2633137,110.4731169
12002,COUNTY,MICHIGAN,26,NORTHEAST,30,OGEMAW,129,0,8378,0,83.3,1082.165199,7780.163383
12003,COUNTY,MICHIGAN,26,NORTHEAST,30,OSCODA,135,0,448,0,83.3,57.86703377,22.81660501
12004,COUNTY,MICHIGAN,26,NORTHEAST,30,OTSEGO,137,0,731,0,83.3,94.42143234,60.1269921
12006,COUNTY,NEW YORK,36,CENTRAL,50,OTSEGO,77,0,6730,0,106.2,923.2722334,5022.17728
12008,COUNTY,MICHIGAN,26,NORTHEAST,30,PRESQUE ISLE,141,0,5146,0,83.3,664.6958835,2937.935125
12009,COUNTY,MICHIGAN,26,NORTHWEST,20,ANTRIM,9,0,1506,0,83.3,194.5262341,253.0561898
12010,COUNTY,MICHIGAN,26,NORTHWEST,20,BENZIE,19,0,1224,0,83.3,158.101003,167.4671118
12011,COUNTY,MICHIGAN,26,NORTHWEST,20,CHARLEVOIX,29,0,2417,0,83.3,312.1978139,649.843681
12012,COUNTY,MICHIGAN,26,NORTHWEST,20,GRAND TRAVERSE,55,0,4022,0,83.3,519.5116291,1795.859796
12013,COUNTY,MICHIGAN,26,NORTHWEST,20,KALKASKA,79,0,143,0,83.3,18.47095051,2.455561939
12014,COUNTY,MICHIGAN,26,NORTHWEST,20,LEELANAU,89,0,2788,0,83.3,360.1189513,864.0763462
12015,COUNTY,MICHIGAN,26,NORTHWEST,20,MANISTEE,101,0,4651,0,83.3,600.7579779,2400.513357
12016,COUNTY,MICHIGAN,26,NORTHWEST,20,MISSAUKEE,113,0,8108,0,83.3,1047.289977,7287.128336
12017,COUNTY,MICHIGAN,26,NORTHWEST,20,WEXFORD,165,0,4934,0,83.3,637.3123764,2701.126103
12018,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,BRANCH,23,0,92925,0,83.3,12002.88865,955874.3827
12019,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,EATON,45,0,53048,0,83.3,6852.076803,311541.8332
12020,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,HILLSDALE,59,0,67520,0,83.3,8721.388662,504686.7497
12021,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,INGHAM,65,0,48901,0,83.3,6316.419238,264741.6379
12022,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,IONIA,67,0,66036,0,83.3,8529.704112,482747.8056
12023,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,SHIAWASSEE,155,0,44077,0,83.3,5693.315285,215091.1923
12024,COUNTY,MICHIGAN,26,SOUTH CENTRAL,80,ST JOSEPH,149,0,100831,1229,83.3,13129.64037,1125456.26
12025,COUNTY,MICHIGAN,26,SOUTHEAST,90,GENESEE,49,0,29567,0,83.3,3819.095062,96799.20645
12027,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,0,25004,0,106.2,3430.237581,69232.30535
