Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Corn_area
COUNTY,IOWA,19,WEST CENTRAL,40,GREENE,73,"1,63,130"
COUNTY,IOWA,19,WEST CENTRAL,40,GUTHRIE,77,"1,12,718"
COUNTY,IOWA,19,WEST CENTRAL,40,HARRISON,85,"1,73,293"
COUNTY,IOWA,19,WEST CENTRAL,40,IDA,93,"1,24,025"
COUNTY,IOWA,19,WEST CENTRAL,40,MONONA,133,"1,50,309"
COUNTY,IOWA,19,WEST CENTRAL,40,SAC,161,"1,67,936"
COUNTY,IOWA,19,WEST CENTRAL,40,SHELBY,165,"1,66,675"
COUNTY,IOWA,19,WEST CENTRAL,40,WOODBURY,193,"1,86,976"
COUNTY,KANSAS,20,CENTRAL,50,BARTON,9,"32,632"
COUNTY,KANSAS,20,CENTRAL,50,DICKINSON,41,"26,309"
COUNTY,KANSAS,20,CENTRAL,50,ELLIS,51,"9,733"
COUNTY,KANSAS,20,CENTRAL,50,ELLSWORTH,53,"8,704"
COUNTY,KANSAS,20,CENTRAL,50,LINCOLN,105,"6,128"
COUNTY,KANSAS,20,CENTRAL,50,MARION,115,"58,281"
COUNTY,KANSAS,20,CENTRAL,50,MCPHERSON,113,"52,503"
COUNTY,KANSAS,20,CENTRAL,50,RICE,159,"46,147"
COUNTY,KANSAS,20,CENTRAL,50,RUSH,165,"16,076"
COUNTY,KANSAS,20,CENTRAL,50,RUSSELL,167,"5,488"
COUNTY,KANSAS,20,CENTRAL,50,SALINE,169,"7,267"
COUNTY,KANSAS,20,EAST CENTRAL,80,ANDERSON,3,"63,543"
COUNTY,KANSAS,20,EAST CENTRAL,80,CHASE,17,"9,877"
COUNTY,KANSAS,20,EAST CENTRAL,80,COFFEY,31,"32,490"
COUNTY,KANSAS,20,EAST CENTRAL,80,DOUGLAS,45,"37,795"
COUNTY,KANSAS,20,EAST CENTRAL,80,FRANKLIN,59,"41,776"
COUNTY,KANSAS,20,EAST CENTRAL,80,GEARY,61,"13,376"
COUNTY,KANSAS,20,EAST CENTRAL,80,JOHNSON,91,"11,254"
COUNTY,KANSAS,20,EAST CENTRAL,80,LINN,107,"18,701"
COUNTY,KANSAS,20,EAST CENTRAL,80,LYON,111,"37,662"
COUNTY,KANSAS,20,EAST CENTRAL,80,MIAMI,121,"36,083"
COUNTY,KANSAS,20,EAST CENTRAL,80,MORRIS,127,"18,871"
COUNTY,KANSAS,20,EAST CENTRAL,80,OSAGE,139,"47,667"
COUNTY,KANSAS,20,EAST CENTRAL,80,SHAWNEE,177,"33,350"
COUNTY,KANSAS,20,EAST CENTRAL,80,WABAUNSEE,197,"22,056"
COUNTY,KANSAS,20,NORTH CENTRAL,40,CLAY,27,"49,488"
COUNTY,KANSAS,20,NORTH CENTRAL,40,CLOUD,29,"33,056"
COUNTY,KANSAS,20,NORTH CENTRAL,40,JEWELL,89,"56,817"
COUNTY,KANSAS,20,NORTH CENTRAL,40,MITCHELL,123,"32,100"
COUNTY,KANSAS,20,NORTH CENTRAL,40,OSBORNE,141,"26,451"
COUNTY,KANSAS,20,NORTH CENTRAL,40,OTTAWA,143,"20,431"
COUNTY,KANSAS,20,NORTH CENTRAL,40,PHILLIPS,147,"71,582"
COUNTY,KANSAS,20,NORTH CENTRAL,40,REPUBLIC,157,"85,679"
COUNTY,KANSAS,20,NORTH CENTRAL,40,ROOKS,163,"12,890"
COUNTY,KANSAS,20,NORTH CENTRAL,40,SMITH,183,"70,527"
COUNTY,KANSAS,20,NORTH CENTRAL,40,WASHINGTON,201,"85,269"
COUNTY,KANSAS,20,NORTHEAST,70,ATCHISON,5,"65,795"
COUNTY,KANSAS,20,NORTHEAST,70,BROWN,13,"1,11,824"
COUNTY,KANSAS,20,NORTHEAST,70,DONIPHAN,43,"67,187"
COUNTY,KANSAS,20,NORTHEAST,70,JACKSON,85,"38,948"
COUNTY,KANSAS,20,NORTHEAST,70,JEFFERSON,87,"38,797"
COUNTY,KANSAS,20,NORTHEAST,70,LEAVENWORTH,103,"23,212"
COUNTY,KANSAS,20,NORTHEAST,70,MARSHALL,117,"1,25,072"
COUNTY,KANSAS,20,NORTHEAST,70,NEMAHA,131,"1,06,336"
COUNTY,KANSAS,20,NORTHEAST,70,POTTAWATOMIE,149,"40,926"
COUNTY,KANSAS,20,NORTHEAST,70,RILEY,161,"16,209"
COUNTY,KANSAS,20,NORTHEAST,70,WYANDOTTE,209,"3,086"
COUNTY,KANSAS,20,NORTHWEST,10,CHEYENNE,23,"60,480"
COUNTY,KANSAS,20,NORTHWEST,10,DECATUR,39,"72,367"
COUNTY,KANSAS,20,NORTHWEST,10,GRAHAM,65,"49,663"
COUNTY,KANSAS,20,NORTHWEST,10,NORTON,137,"1,13,387"
COUNTY,KANSAS,20,NORTHWEST,10,RAWLINS,153,"86,062"
COUNTY,KANSAS,20,NORTHWEST,10,SHERIDAN,179,"1,50,093"
COUNTY,KANSAS,20,NORTHWEST,10,SHERMAN,181,"1,40,580"
COUNTY,KANSAS,20,NORTHWEST,10,THOMAS,193,"2,26,689"
COUNTY,KANSAS,20,SOUTH CENTRAL,60,BARBER,7,"9,459"
COUNTY,KANSAS,20,SOUTH CENTRAL,60,COMANCHE,33,"2,359"
COUNTY,KANSAS,20,SOUTH CENTRAL,60,EDWARDS,47,"55,709"
COUNTY,KANSAS,20,SOUTH CENTRAL,60,HARPER,77,"3,089"
COUNTY,KANSAS,20,SOUTH CENTRAL,60,HARVEY,79,"73,010"
COUNTY,KANSAS,20,SOUTH CENTRAL,60,KINGMAN,95,"10,726"
COUNTY,KANSAS,20,SOUTH CENTRAL,60,KIOWA,97,"29,583"
COUNTY,KANSAS,20,SOUTH CENTRAL,60,PAWNEE,145,"51,765"
COUNTY,KANSAS,20,SOUTH CENTRAL,60,PRATT,151,"49,738"
COUNTY,KANSAS,20,SOUTH CENTRAL,60,RENO,155,"47,187"
COUNTY,KANSAS,20,SOUTH CENTRAL,60,SEDGWICK,173,"50,331"
COUNTY,KANSAS,20,SOUTH CENTRAL,60,STAFFORD,185,"68,859"
COUNTY,KANSAS,20,SOUTH CENTRAL,60,SUMNER,191,"60,434"
COUNTY,KANSAS,20,SOUTHEAST,90,ALLEN,1,"22,714"
COUNTY,KANSAS,20,SOUTHEAST,90,BOURBON,11,"13,888"
COUNTY,KANSAS,20,SOUTHEAST,90,BUTLER,15,"85,001"
COUNTY,KANSAS,20,SOUTHEAST,90,CHAUTAUQUA,19,"3,457"
COUNTY,KANSAS,20,SOUTHEAST,90,CHEROKEE,21,"71,164"
COUNTY,KANSAS,20,SOUTHEAST,90,COWLEY,35,"26,296"
COUNTY,KANSAS,20,SOUTHEAST,90,CRAWFORD,37,"55,488"
COUNTY,KANSAS,20,SOUTHEAST,90,ELK,49,"6,157"
COUNTY,KANSAS,20,SOUTHEAST,90,GREENWOOD,73,"6,869"
COUNTY,KANSAS,20,SOUTHEAST,90,LABETTE,99,"53,655"
COUNTY,KANSAS,20,SOUTHEAST,90,MONTGOMERY,125,"44,071"
COUNTY,KANSAS,20,SOUTHEAST,90,NEOSHO,133,"46,021"
COUNTY,KANSAS,20,SOUTHEAST,90,WILSON,205,"43,438"
COUNTY,KANSAS,20,SOUTHEAST,90,WOODSON,207,"25,269"
COUNTY,KANSAS,20,SOUTHWEST,30,CLARK,25,"1,577"
COUNTY,KANSAS,20,SOUTHWEST,30,FINNEY,55,"1,37,438"
COUNTY,KANSAS,20,SOUTHWEST,30,FORD,57,"49,151"
COUNTY,KANSAS,20,SOUTHWEST,30,GRANT,67,"81,005"
COUNTY,KANSAS,20,SOUTHWEST,30,GRAY,69,"84,825"
COUNTY,KANSAS,20,SOUTHWEST,30,HAMILTON,75,"15,150"
COUNTY,KANSAS,20,SOUTHWEST,30,HASKELL,81,"1,06,807"
COUNTY,KANSAS,20,SOUTHWEST,30,HODGEMAN,83,"19,179"
COUNTY,KANSAS,20,SOUTHWEST,30,KEARNY,93,"46,449"
COUNTY,KANSAS,20,SOUTHWEST,30,MEADE,119,"73,664"
COUNTY,KANSAS,20,SOUTHWEST,30,MORTON,129,"32,877"
COUNTY,KANSAS,20,SOUTHWEST,30,SEWARD,175,"66,066"
COUNTY,KANSAS,20,SOUTHWEST,30,STANTON,187,"83,815"
COUNTY,KANSAS,20,SOUTHWEST,30,STEVENS,189,"1,28,107"
COUNTY,KANSAS,20,WEST CENTRAL,20,GOVE,63,"95,818"
COUNTY,KANSAS,20,WEST CENTRAL,20,GREELEY,71,"54,264"
COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,"20,061"
COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,"84,372"
COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,"17,586"
COUNTY,KANSAS,20,WEST CENTRAL,20,SCOTT,171,"80,605"
COUNTY,KANSAS,20,WEST CENTRAL,20,TREGO,195,"18,453"
COUNTY,KANSAS,20,WEST CENTRAL,20,WALLACE,199,"68,462"
COUNTY,KANSAS,20,WEST CENTRAL,20,WICHITA,203,"76,115"
COUNTY,KENTUCKY,21,BLUEGRASS,50,ANDERSON,5,269
COUNTY,KENTUCKY,21,BLUEGRASS,50,BATH,11,"1,650"
COUNTY,KENTUCKY,21,BLUEGRASS,50,BOURBON,17,"4,735"
COUNTY,KENTUCKY,21,BLUEGRASS,50,BOYLE,21,"2,055"
COUNTY,KENTUCKY,21,BLUEGRASS,50,CLARK,49,"4,438"
COUNTY,KENTUCKY,21,BLUEGRASS,50,FAYETTE,67,"1,715"
COUNTY,KENTUCKY,21,BLUEGRASS,50,FLEMING,69,"2,968"
COUNTY,KENTUCKY,21,BLUEGRASS,50,FRANKLIN,73,850
COUNTY,KENTUCKY,21,BLUEGRASS,50,GARRARD,79,"1,833"
COUNTY,KENTUCKY,21,BLUEGRASS,50,HARRISON,97,"4,934"
COUNTY,KENTUCKY,21,BLUEGRASS,50,JESSAMINE,113,625
COUNTY,KENTUCKY,21,BLUEGRASS,50,LINCOLN,137,"7,525"
COUNTY,KENTUCKY,21,BLUEGRASS,50,MADISON,151,"2,169"
COUNTY,KENTUCKY,21,BLUEGRASS,50,MASON,161,"7,006"
COUNTY,KENTUCKY,21,BLUEGRASS,50,MERCER,167,"4,168"
COUNTY,KENTUCKY,21,BLUEGRASS,50,MONTGOMERY,173,"1,295"
COUNTY,KENTUCKY,21,BLUEGRASS,50,NICHOLAS,181,"1,432"
COUNTY,KENTUCKY,21,BLUEGRASS,50,ROBERTSON,201,68
COUNTY,KENTUCKY,21,BLUEGRASS,50,SCOTT,209,"3,979"
COUNTY,KENTUCKY,21,BLUEGRASS,50,SHELBY,211,"18,408"
COUNTY,KENTUCKY,21,BLUEGRASS,50,SPENCER,215,"3,706"
COUNTY,KENTUCKY,21,BLUEGRASS,50,WASHINGTON,229,"3,692"
COUNTY,KENTUCKY,21,BLUEGRASS,50,WOODFORD,239,"1,930"
COUNTY,KENTUCKY,21,CENTRAL,30,ADAIR,1,"5,696"
COUNTY,KENTUCKY,21,CENTRAL,30,ALLEN,3,"4,522"
COUNTY,KENTUCKY,21,CENTRAL,30,BARREN,9,"20,662"
COUNTY,KENTUCKY,21,CENTRAL,30,BRECKINRIDGE,27,"18,084"
COUNTY,KENTUCKY,21,CENTRAL,30,BULLITT,29,"2,048"
COUNTY,KENTUCKY,21,CENTRAL,30,BUTLER,31,"18,661"
COUNTY,KENTUCKY,21,CENTRAL,30,CASEY,45,"7,545"
COUNTY,KENTUCKY,21,CENTRAL,30,CLINTON,53,726
COUNTY,KENTUCKY,21,CENTRAL,30,CUMBERLAND,57,"2,150"
COUNTY,KENTUCKY,21,CENTRAL,30,EDMONSON,61,"2,488"
COUNTY,KENTUCKY,21,CENTRAL,30,GRAYSON,85,"9,910"
COUNTY,KENTUCKY,21,CENTRAL,30,GREEN,87,"9,682"
COUNTY,KENTUCKY,21,CENTRAL,30,HARDIN,93,"23,400"
COUNTY,KENTUCKY,21,CENTRAL,30,HART,99,"2,409"
COUNTY,KENTUCKY,21,CENTRAL,30,JEFFERSON,111,361
COUNTY,KENTUCKY,21,CENTRAL,30,LARUE,123,"17,159"
COUNTY,KENTUCKY,21,CENTRAL,30,MARION,155,"9,514"
COUNTY,KENTUCKY,21,CENTRAL,30,MEADE,163,"16,047"
COUNTY,KENTUCKY,21,CENTRAL,30,METCALFE,169,"3,752"
COUNTY,KENTUCKY,21,CENTRAL,30,MONROE,171,"4,074"
COUNTY,KENTUCKY,21,CENTRAL,30,NELSON,179,"22,175"
COUNTY,KENTUCKY,21,CENTRAL,30,RUSSELL,207,"1,991"
COUNTY,KENTUCKY,21,CENTRAL,30,TAYLOR,217,"12,479"
COUNTY,KENTUCKY,21,CENTRAL,30,WARREN,227,"35,003"
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BELL,13,35
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BOYD,19,95
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BREATHITT,25,69
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CARTER,43,174
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CLAY,51,305
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ELLIOTT,63,120
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ESTILL,65,641
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,FLOYD,71,150
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,GREENUP,89,573
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JACKSON,109,117
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JOHNSON,115, 
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,KNOX,121,727
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAUREL,125,829
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAWRENCE,127,33
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEE,129,115
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LETCHER,133,20
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEWIS,135,"1,675"
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MAGOFFIN,153,47
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MCCREARY,147, 
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MENIFEE,165,71
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MORGAN,175,717
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,OWSLEY,189,100
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PERRY,193, 
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PIKE,195,192
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,POWELL,197,"1,345"
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PULASKI,199,"9,200"
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROCKCASTLE,203,958
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROWAN,205,292
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WAYNE,231,"4,196"
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WHITLEY,235,915
COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WOLFE,237,109
COUNTY,KENTUCKY,21,MIDWESTERN,20,CALDWELL,33,"27,875"
COUNTY,KENTUCKY,21,MIDWESTERN,20,CHRISTIAN,47,"83,534"
COUNTY,KENTUCKY,21,MIDWESTERN,20,CRITTENDEN,55,"20,679"
COUNTY,KENTUCKY,21,MIDWESTERN,20,DAVIESS,59,"69,601"
COUNTY,KENTUCKY,21,MIDWESTERN,20,HANCOCK,91,"4,493"
COUNTY,KENTUCKY,21,MIDWESTERN,20,HENDERSON,101,"57,928"
COUNTY,KENTUCKY,21,MIDWESTERN,20,HOPKINS,107,"24,882"
COUNTY,KENTUCKY,21,MIDWESTERN,20,LOGAN,141,"56,366"
COUNTY,KENTUCKY,21,MIDWESTERN,20,MCLEAN,149,"36,214"
COUNTY,KENTUCKY,21,MIDWESTERN,20,MUHLENBERG,177,"13,293"
COUNTY,KENTUCKY,21,MIDWESTERN,20,OHIO,183,"23,210"
COUNTY,KENTUCKY,21,MIDWESTERN,20,SIMPSON,213,"32,239"
COUNTY,KENTUCKY,21,MIDWESTERN,20,TODD,219,"42,266"
COUNTY,KENTUCKY,21,MIDWESTERN,20,UNION,225,"85,358"
COUNTY,KENTUCKY,21,MIDWESTERN,20,WEBSTER,233,"42,708"
COUNTY,KENTUCKY,21,NORTHERN,40,BOONE,15,"4,199"
COUNTY,KENTUCKY,21,NORTHERN,40,BRACKEN,23,732
COUNTY,KENTUCKY,21,NORTHERN,40,CAMPBELL,37,324
COUNTY,KENTUCKY,21,NORTHERN,40,CARROLL,41, 
COUNTY,KENTUCKY,21,NORTHERN,40,GALLATIN,77,"1,074"
COUNTY,KENTUCKY,21,NORTHERN,40,GRANT,81,595
COUNTY,KENTUCKY,21,NORTHERN,40,HENRY,103,"4,332"
COUNTY,KENTUCKY,21,NORTHERN,40,KENTON,117,243
COUNTY,KENTUCKY,21,NORTHERN,40,OLDHAM,185,"2,257"
COUNTY,KENTUCKY,21,NORTHERN,40,OWEN,187,744
COUNTY,KENTUCKY,21,NORTHERN,40,PENDLETON,191,259
COUNTY,KENTUCKY,21,NORTHERN,40,TRIMBLE,223,"2,342"
COUNTY,KENTUCKY,21,PURCHASE,10,BALLARD,7,"23,313"
COUNTY,KENTUCKY,21,PURCHASE,10,CALLOWAY,35,"29,607"
COUNTY,KENTUCKY,21,PURCHASE,10,CARLISLE,39,"27,701"
COUNTY,KENTUCKY,21,PURCHASE,10,FULTON,75,"23,468"
COUNTY,KENTUCKY,21,PURCHASE,10,GRAVES,83,"62,317"
COUNTY,KENTUCKY,21,PURCHASE,10,HICKMAN,105,"42,185"
COUNTY,KENTUCKY,21,PURCHASE,10,LIVINGSTON,139,"8,417"
COUNTY,KENTUCKY,21,PURCHASE,10,LYON,143,"2,551"
COUNTY,KENTUCKY,21,PURCHASE,10,MARSHALL,157,"6,859"
COUNTY,KENTUCKY,21,PURCHASE,10,MCCRACKEN,145,"11,306"
COUNTY,KENTUCKY,21,PURCHASE,10,TRIGG,221,"22,616"
COUNTY,LOUISIANA,22,CENTRAL,50,AVOYELLES,9,"16,417"
COUNTY,LOUISIANA,22,CENTRAL,50,CATAHOULA,25,"25,525"
COUNTY,LOUISIANA,22,CENTRAL,50,CONCORDIA,29,"17,277"
COUNTY,LOUISIANA,22,CENTRAL,50,EVANGELINE,39,735
COUNTY,LOUISIANA,22,CENTRAL,50,GRANT,43,"1,273"
COUNTY,LOUISIANA,22,CENTRAL,50,POINTE COUPEE,77,"8,996"
COUNTY,LOUISIANA,22,CENTRAL,50,RAPIDES,79,"11,011"
COUNTY,LOUISIANA,22,CENTRAL,50,SAINT LANDRY,97,"8,557"
COUNTY,LOUISIANA,22,CENTRAL,50,WEST BATON ROUGE,121, 
COUNTY,LOUISIANA,22,EAST CENTRAL,60,EAST BATON ROUGE,33,306
COUNTY,LOUISIANA,22,EAST CENTRAL,60,EAST FELICIANA,37, 
COUNTY,LOUISIANA,22,EAST CENTRAL,60,LIVINGSTON,63,3
COUNTY,LOUISIANA,22,EAST CENTRAL,60,SAINT HELENA,91, 
COUNTY,LOUISIANA,22,EAST CENTRAL,60,TANGIPAHOA,105,235
COUNTY,LOUISIANA,22,EAST CENTRAL,60,WASHINGTON,117,"2,222"
COUNTY,LOUISIANA,22,EAST CENTRAL,60,WEST FELICIANA,125, 
COUNTY,LOUISIANA,22,NORTH CENTRAL,20,CALDWELL,21,"4,851"
COUNTY,LOUISIANA,22,NORTH CENTRAL,20,CLAIBORNE,27,"1,002"
COUNTY,LOUISIANA,22,NORTH CENTRAL,20,OUACHITA,73,"13,310"
COUNTY,LOUISIANA,22,NORTHEAST,30,EAST CARROLL,35,"39,043"
COUNTY,LOUISIANA,22,NORTHEAST,30,FRANKLIN,41,"73,816"
COUNTY,LOUISIANA,22,NORTHEAST,30,MADISON,65,"48,704"
COUNTY,LOUISIANA,22,NORTHEAST,30,MOREHOUSE,67,"62,261"
COUNTY,LOUISIANA,22,NORTHEAST,30,RICHLAND,83,"32,334"
COUNTY,LOUISIANA,22,NORTHEAST,30,TENSAS,107,"44,682"
COUNTY,LOUISIANA,22,NORTHEAST,30,WEST CARROLL,123,"30,072"
COUNTY,LOUISIANA,22,NORTHWEST,10,BOSSIER,15,"2,243"
COUNTY,LOUISIANA,22,NORTHWEST,10,CADDO,17,"21,579"
COUNTY,LOUISIANA,22,NORTHWEST,10,DE SOTO,31, 
COUNTY,LOUISIANA,22,NORTHWEST,10,RED RIVER,81,"2,465"
COUNTY,LOUISIANA,22,SOUTH CENTRAL,80,IBERIA,45, 
COUNTY,LOUISIANA,22,SOUTH CENTRAL,80,IBERVILLE,47, 
COUNTY,LOUISIANA,22,SOUTH CENTRAL,80,LAFAYETTE,55,633
COUNTY,LOUISIANA,22,SOUTH CENTRAL,80,SAINT MARTIN,99, 
COUNTY,LOUISIANA,22,SOUTHWEST,70,ALLEN,3, 
COUNTY,LOUISIANA,22,SOUTHWEST,70,BEAUREGARD,11,"1,531"
COUNTY,LOUISIANA,22,SOUTHWEST,70,CALCASIEU,19,840
COUNTY,LOUISIANA,22,SOUTHWEST,70,JEFFERSON DAVIS,53, 
COUNTY,LOUISIANA,22,WEST CENTRAL,40,NATCHITOCHES,69,"13,584"
COUNTY,LOUISIANA,22,WEST CENTRAL,40,SABINE,85, 
COUNTY,LOUISIANA,22,WEST CENTRAL,40,VERNON,115, 
COUNTY,MAINE,23,CENTRAL,20,HANCOCK,9,5
COUNTY,MAINE,23,CENTRAL,20,PENOBSCOT,19, 
COUNTY,MAINE,23,CENTRAL,20,SOMERSET,25,867
COUNTY,MAINE,23,CENTRAL,20,WALDO,27,12
COUNTY,MAINE,23,NORTH,10,AROOSTOOK,3,961
COUNTY,MAINE,23,SOUTH,30,ANDROSCOGGIN,1,"1,587"
COUNTY,MAINE,23,SOUTH,30,CUMBERLAND,5, 
COUNTY,MAINE,23,SOUTH,30,FRANKLIN,7, 
COUNTY,MAINE,23,SOUTH,30,KENNEBEC,11,45
COUNTY,MAINE,23,SOUTH,30,LINCOLN,15, 
COUNTY,MAINE,23,SOUTH,30,OXFORD,17,"1,863"
COUNTY,MAINE,23,SOUTH,30,SAGADAHOC,23, 
COUNTY,MAINE,23,SOUTH,30,YORK,31,49
COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,DORCHESTER,19,"23,688"
COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,SOMERSET,39,"13,042"
COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WICOMICO,45,"24,766"
COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WORCESTER,47,"29,781"
COUNTY,MARYLAND,24,NORTH CENTRAL,20,BALTIMORE,5,"18,368"
COUNTY,MARYLAND,24,NORTH CENTRAL,20,CARROLL,13,"32,627"
COUNTY,MARYLAND,24,NORTH CENTRAL,20,FREDERICK,21,"29,672"
COUNTY,MARYLAND,24,NORTH CENTRAL,20,HARFORD,25,"16,917"
COUNTY,MARYLAND,24,NORTH CENTRAL,20,HOWARD,27,"4,669"
COUNTY,MARYLAND,24,NORTH CENTRAL,20,MONTGOMERY,31,"11,977"
COUNTY,MARYLAND,24,NORTH CENTRAL,20,WASHINGTON,43,"16,652"
COUNTY,MARYLAND,24,SOUTHERN,80,ANNE ARUNDEL,3,"3,359"
COUNTY,MARYLAND,24,SOUTHERN,80,CALVERT,9,"3,088"
COUNTY,MARYLAND,24,SOUTHERN,80,CHARLES,17,"4,936"
COUNTY,MARYLAND,24,SOUTHERN,80,PRINCE GEORGES,33,"3,458"
COUNTY,MARYLAND,24,SOUTHERN,80,ST MARYS,37,"9,973"
COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,CAROLINE,11,"36,408"
COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,CECIL,15,"16,013"
COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,KENT,29,"43,262"
COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,QUEEN ANNES,35,"58,350"
COUNTY,MARYLAND,24,UPPER EASTERN SHORE,30,TALBOT,41,"29,753"
COUNTY,MARYLAND,24,WESTERN,10,ALLEGANY,1,667
COUNTY,MARYLAND,24,WESTERN,10,GARRETT,23,"8,112"
COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BERKSHIRE,3,845
COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,BRISTOL,5,19
COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,DUKES,7, 
COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,ESSEX,9,104
COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,FRANKLIN,11,612
COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPDEN,13, 
COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,HAMPSHIRE,15,694
COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17, 
COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23, 
COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,221
COUNTY,MICHIGAN,26,CENTRAL,50,CLARE,35,"2,337"
COUNTY,MICHIGAN,26,CENTRAL,50,GLADWIN,51,"4,822"
COUNTY,MICHIGAN,26,CENTRAL,50,GRATIOT,57,"85,331"
COUNTY,MICHIGAN,26,CENTRAL,50,ISABELLA,73,"35,146"
COUNTY,MICHIGAN,26,CENTRAL,50,MECOSTA,107,"19,406"
COUNTY,MICHIGAN,26,CENTRAL,50,MIDLAND,111,"17,191"
COUNTY,MICHIGAN,26,CENTRAL,50,MONTCALM,117,"63,784"
COUNTY,MICHIGAN,26,CENTRAL,50,OSCEOLA,133,"6,375"
COUNTY,MICHIGAN,26,EAST CENTRAL,60,ARENAC,11,"16,034"
COUNTY,MICHIGAN,26,EAST CENTRAL,60,BAY,17,"59,195"
COUNTY,MICHIGAN,26,EAST CENTRAL,60,HURON,63,"91,560"
COUNTY,MICHIGAN,26,EAST CENTRAL,60,SAGINAW,145,"1,00,075"
COUNTY,MICHIGAN,26,EAST CENTRAL,60,SANILAC,151,"82,155"
COUNTY,MICHIGAN,26,EAST CENTRAL,60,TUSCOLA,157,"81,008"
COUNTY,MICHIGAN,26,NORTHEAST,30,ALCONA,1,"2,712"
COUNTY,MICHIGAN,26,NORTHEAST,30,ALPENA,7,"4,916"
COUNTY,MICHIGAN,26,NORTHEAST,30,CHEBOYGAN,31, 
COUNTY,MICHIGAN,26,NORTHEAST,30,CRAWFORD,39, 
COUNTY,MICHIGAN,26,NORTHEAST,30,IOSCO,69,"3,587"
COUNTY,MICHIGAN,26,NORTHEAST,30,MONTMORENCY,119,993
COUNTY,MICHIGAN,26,NORTHEAST,30,OGEMAW,129,"8,378"
COUNTY,MICHIGAN,26,NORTHEAST,30,OSCODA,135,448
COUNTY,MICHIGAN,26,NORTHEAST,30,OTSEGO,137,731
COUNTY,MICHIGAN,26,NORTHEAST,30,PRESQUE ISLE,141,"5,146"
COUNTY,MICHIGAN,26,NORTHWEST,20,ANTRIM,9,"1,506"
COUNTY,MICHIGAN,26,NORTHWEST,20,BENZIE,19,"1,224"
COUNTY,MICHIGAN,26,NORTHWEST,20,CHARLEVOIX,29,"2,417"
