Program,Year,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,COUNTY,MONTANA,30,CENTRAL,50,PETROLEUM,69,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,17,073",24.5
CENSUS,2017,COUNTY,MONTANA,30,CENTRAL,50,WHEATLAND,107,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,11,180",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTH CENTRAL,20,BLAINE,5,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,01,417",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTH CENTRAL,20,CHOUTEAU,15,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"22,55,818",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTH CENTRAL,20,GLACIER,35,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"26,09,112",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTH CENTRAL,20,HILL,41,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,65,940",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTH CENTRAL,20,LIBERTY,51,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,07,559",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTH CENTRAL,20,PHILLIPS,71,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,05,989",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTH CENTRAL,20,PONDERA,73,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"27,45,796",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTH CENTRAL,20,TETON,99,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"46,32,812",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTH CENTRAL,20,TOOLE,101,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"31,79,456",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTHEAST,30,DANIELS,19,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,021",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTHEAST,30,DAWSON,21,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,20,328",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTHEAST,30,GARFIELD,33,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,32,701",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTHEAST,30,MCCONE,55,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,56,222",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTHEAST,30,RICHLAND,83,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,58,710",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTHEAST,30,ROOSEVELT,85,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,00,324",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTHEAST,30,SHERIDAN,91,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"71,774",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTHEAST,30,VALLEY,105,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,77,056",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTHWEST,10,FLATHEAD,29,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,71,379",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTHWEST,10,GRANITE,39,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MONTANA,30,NORTHWEST,10,LAKE,47,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"41,539",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTHWEST,10,LINCOLN,53,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MONTANA,30,NORTHWEST,10,MINERAL,61,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MONTANA,30,NORTHWEST,10,MISSOULA,63,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MONTANA,30,NORTHWEST,10,POWELL,77,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"49,200",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTHWEST,10,RAVALLI,81,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"22,605",24.5
CENSUS,2017,COUNTY,MONTANA,30,NORTHWEST,10,SANDERS,89,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MONTANA,30,SOUTH CENTRAL,80,BIG HORN,3,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,73,789",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTH CENTRAL,80,CARBON,9,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"12,82,271",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTH CENTRAL,80,PARK,67,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,92,243",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTH CENTRAL,80,STILLWATER,95,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,56,439",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTH CENTRAL,80,SWEET GRASS,97,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,MONTANA,30,SOUTH CENTRAL,80,TREASURE,103,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,41,863",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTH CENTRAL,80,YELLOWSTONE,111,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"15,52,259",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTHEAST,90,CARTER,11,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"20,607",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTHEAST,90,CUSTER,17,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"26,795",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTHEAST,90,FALLON,25,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"26,316",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTHEAST,90,POWDER RIVER,75,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"53,190",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTHEAST,90,PRAIRIE,79,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"33,866",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTHEAST,90,ROSEBUD,87,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,41,451",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTHEAST,90,WIBAUX,109,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"56,276",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTHWEST,70,BEAVERHEAD,1,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"9,20,100",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTHWEST,70,GALLATIN,31,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"21,89,161",24.5
CENSUS,2017,COUNTY,MONTANA,30,SOUTHWEST,70,MADISON,57,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,06,610",24.5
CENSUS,2017,COUNTY,NEBRASKA,31,EAST,60,HAMILTON,81,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEBRASKA,31,EAST,60,LANCASTER,109,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEBRASKA,31,NORTHWEST,10,BANNER,7,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"24,750",65.1
CENSUS,2017,COUNTY,NEBRASKA,31,NORTHWEST,10,CHEYENNE,33,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"13,800",65.1
CENSUS,2017,COUNTY,NEBRASKA,31,NORTHWEST,10,GARDEN,69,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEBRASKA,31,NORTHWEST,10,KIMBALL,105,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"29,425",65.1
CENSUS,2017,COUNTY,NEBRASKA,31,NORTHWEST,10,SHERIDAN,161,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEBRASKA,31,NORTHWEST,10,SIOUX,165,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEBRASKA,31,SOUTH,80,FRANKLIN,61,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEBRASKA,31,SOUTH,80,HARLAN,83,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,314",65.1
CENSUS,2017,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEBRASKA,31,SOUTHWEST,70,PERKINS,135,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEVADA,32,NORTHEAST,30,ELKO,7,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEVADA,32,NORTHEAST,30,EUREKA,11,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"52,646",36.6
CENSUS,2017,COUNTY,NEVADA,32,NORTHWEST,10,CHURCHILL,1,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEVADA,32,NORTHWEST,10,HUMBOLDT,13,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEVADA,32,NORTHWEST,10,PERSHING,27,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"32,220",36.6
CENSUS,2017,COUNTY,NEW JERSEY,34,CENTRAL,50,BURLINGTON,5,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW JERSEY,34,CENTRAL,50,MIDDLESEX,23,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW JERSEY,34,CENTRAL,50,MONMOUTH,25,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW JERSEY,34,NORTH,20,HUNTERDON,19,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW JERSEY,34,NORTH,20,SUSSEX,37,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW JERSEY,34,NORTH,20,WARREN,41,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW JERSEY,34,SOUTH,80,CUMBERLAND,11,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"7,586",23.5
CENSUS,2017,COUNTY,NEW JERSEY,34,SOUTH,80,GLOUCESTER,15,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"22,690",23.5
CENSUS,2017,COUNTY,NEW JERSEY,34,SOUTH,80,SALEM,33,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"26,261",23.5
CENSUS,2017,COUNTY,NEW MEXICO,35,NORTHEAST,30,CURRY,9,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW MEXICO,35,NORTHEAST,30,MORA,33,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW MEXICO,35,NORTHWEST,10,TAOS,55,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW MEXICO,35,SOUTHEAST,90,CHAVES,5,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"90,681",41.7
CENSUS,2017,COUNTY,NEW MEXICO,35,SOUTHWEST,70,LUNA,29,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,CENTRAL,50,CAYUGA,11,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"31,482",96.4
CENSUS,2017,COUNTY,NEW YORK,36,CENTRAL,50,CHENANGO,17,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,010",96.4
CENSUS,2017,COUNTY,NEW YORK,36,CENTRAL,50,CORTLAND,23,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,012",96.4
CENSUS,2017,COUNTY,NEW YORK,36,CENTRAL,50,HERKIMER,43,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,875",96.4
CENSUS,2017,COUNTY,NEW YORK,36,CENTRAL,50,MADISON,53,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"57,235",96.4
CENSUS,2017,COUNTY,NEW YORK,36,CENTRAL,50,ONEIDA,65,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,CENTRAL,50,ONONDAGA,67,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"33,436",96.4
CENSUS,2017,COUNTY,NEW YORK,36,CENTRAL,50,OSWEGO,75,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,CENTRAL,50,OTSEGO,77,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,EASTERN,60,ALBANY,1,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,EASTERN,60,MONTGOMERY,57,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,140",96.4
CENSUS,2017,COUNTY,NEW YORK,36,EASTERN,60,RENSSELAER,83,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,EASTERN,60,SARATOGA,91,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,292",96.4
CENSUS,2017,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,385",96.4
CENSUS,2017,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,040",96.4
CENSUS,2017,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,105,96.4
CENSUS,2017,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"17,296",96.4
CENSUS,2017,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"3,719",96.4
CENSUS,2017,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,439",96.4
CENSUS,2017,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"13,297",96.4
CENSUS,2017,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,SOUTHEAST,90,DELAWARE,25,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,370,96.4
CENSUS,2017,COUNTY,NEW YORK,36,SOUTHEAST,90,DUTCHESS,27,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"12,205",96.4
CENSUS,2017,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,105,96.4
CENSUS,2017,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"76,378",96.4
CENSUS,2017,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,224",96.4
CENSUS,2017,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"10,627",96.4
CENSUS,2017,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"18,371",96.4
CENSUS,2017,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"59,610",96.4
CENSUS,2017,COUNTY,NEW YORK,36,WESTERN,40,WAYNE,117,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,624",96.4
CENSUS,2017,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"45,087",96.4
CENSUS,2017,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,13,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,79,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"27,817",66.4
CENSUS,2017,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,35,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"17,346",66.4
CENSUS,2017,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,37,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"19,648",66.4
CENSUS,2017,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"24,410",66.4
CENSUS,2017,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,59,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"13,249",66.4
CENSUS,2017,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,97,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"32,497",66.4
CENSUS,2017,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"18,243",66.4
CENSUS,2017,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,84,807",66.4
CENSUS,2017,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,,,0,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED, (D),(D)
